Wall time,Step,Value
1769457011.4870868,32768,1.0028105974197388
1769457023.0454423,49152,1.0042264461517334
1769457042.3165581,65536,1.0062860250473022
1769457060.0733004,81920,1.0080710649490356
1769457078.4411337,98304,1.010575771331787
1769457097.055176,114688,1.0127261877059937
1769457115.511949,131072,1.0145729780197144
1769457134.4389658,147456,1.0158607959747314
1769457152.495384,163840,1.018017292022705
1769457170.7649488,180224,1.0198906660079956
1769457188.781926,196608,1.0217896699905396
1769457208.414001,212992,1.023894190788269
1769457227.981979,229376,1.0244505405426025
1769457247.2438846,245760,1.026118278503418
1769457266.82838,262144,1.0275068283081055
