Wall time,Step,Value
1769455667.6910949,32768,0.9983344078063965
1769455684.534076,49152,0.9968920946121216
1769455702.3160124,65536,0.9943283796310425
1769455715.4961443,81920,0.9910978674888611
1769455733.609376,98304,0.9874714016914368
1769455750.6718354,114688,0.9833834767341614
1769455768.4065132,131072,0.9796180129051208
1769455786.4209812,147456,0.9746851921081543
1769455801.3005185,163840,0.9679156541824341
1769455820.169203,180224,0.9631480574607849
1769455837.9350288,196608,0.9563849568367004
1769455857.179736,212992,0.947928786277771
1769455874.0246162,229376,0.942640483379364
1769455893.9136515,245760,0.9354280233383179
1769455914.5898361,262144,0.9265535473823547
