Wall time,Step,Value
1769434758.1525216,32768,0.9944459795951843
1769434776.5872908,49152,0.9868594408035278
1769434795.2990685,65536,0.9797825813293457
1769434813.8184958,81920,0.9695270657539368
1769434832.4422855,98304,0.9606838226318359
1769434850.3094382,114688,0.9511578679084778
1769434868.1812193,131072,0.9422504305839539
1769434885.787435,147456,0.9316579699516296
1769434903.3974192,163840,0.9200382232666016
1769434922.2741532,180224,0.9085079431533813
1769434940.9836063,196608,0.8974136114120483
1769434959.3371613,212992,0.8856737017631531
1769434977.6691241,229376,0.8758123517036438
1769434996.0091274,245760,0.8665246963500977
1769435013.0607603,262144,0.8567628860473633
